Title,Description,Thumbnail,Channel,Video ID,Published At,Course ID,Course Name,Course Published at
Curso Spring Boot #15 – La Anotación @PatchMapping (Modificación Parcial de Recursos),¡Bienvenido a la décima quinta parte del Curso de programación con Spring Boot!,https://i.ytimg.com/vi/2hQz4zpWUvI/maxresdefault.jpg,La Geekipedia De Ernesto,2hQz4zpWUvI,2024-06-07T22:08:36Z,PLyvsggKtwbLVOPuOGn9J1Ie9RD7r7LcWD,Curso Spring Boot : Desarrollo de Microservicios,2024-02-29T15:56:42Z
Curso Spring Boot #16 – La Anotación @RequestMapping | Unificación de URL´s,¡Bienvenido a la décima sexta parte del Curso de programación con Spring Boot!,https://i.ytimg.com/vi/FIAuuDV8vgU/maxresdefault.jpg,La Geekipedia De Ernesto,FIAuuDV8vgU,2024-06-07T22:19:42Z,PLyvsggKtwbLVOPuOGn9J1Ie9RD7r7LcWD,Curso Spring Boot : Desarrollo de Microservicios,2024-02-29T15:56:42Z
Curso Spring Boot #17 – Sistema para la Gestión de Alumnos,¡Bienvenido a la décima séptima parte del Curso de programación con Spring Boot!,https://i.ytimg.com/vi/qMOypthoMzI/maxresdefault.jpg,La Geekipedia De Ernesto,qMOypthoMzI,2024-06-07T22:29:41Z,PLyvsggKtwbLVOPuOGn9J1Ie9RD7r7LcWD,Curso Spring Boot : Desarrollo de Microservicios,2024-02-29T15:56:42Z
Curso Spring Boot #18 – La Clase ResponseEntity Manejo Avanzado de Respuestas HTTP,¡Bienvenido a la décima octava parte del Curso de programación con Spring Boot!,https://i.ytimg.com/vi/udt0cP1dj6Y/maxresdefault.jpg,La Geekipedia De Ernesto,udt0cP1dj6Y,2024-06-18T08:00:54Z,PLyvsggKtwbLVOPuOGn9J1Ie9RD7r7LcWD,Curso Spring Boot : Desarrollo de Microservicios,2024-02-29T15:56:42Z
Curso Spring Boot #19 – Implementación de La Clase ResponseEntity (Respuestas HTTP),¡Bienvenido a la décima novena parte del Curso de programación con Spring Boot!,https://i.ytimg.com/vi/GUrdV1L1fdk/maxresdefault.jpg,La Geekipedia De Ernesto,GUrdV1L1fdk,2024-06-18T08:11:33Z,PLyvsggKtwbLVOPuOGn9J1Ie9RD7r7LcWD,Curso Spring Boot : Desarrollo de Microservicios,2024-02-29T15:56:42Z
Curso Spring Boot #20 – Simplificación de Respuestas HTTP con La Clase ResponseEntity,¡Bienvenido a la vigésima parte del Curso de programación con Spring Boot!,https://i.ytimg.com/vi/X-2iLX_YG_s/maxresdefault.jpg,La Geekipedia De Ernesto,X-2iLX_YG_s,2024-06-25T23:49:12Z,PLyvsggKtwbLVOPuOGn9J1Ie9RD7r7LcWD,Curso Spring Boot : Desarrollo de Microservicios,2024-02-29T15:56:42Z
Curso JavaScript: 1. Introducción - #jonmircha,"En este video comienzo un nuevo curso de #JavaScript, donde te doy una introducción a la historia y características del lenguaje.",https://i.ytimg.com/vi/2SetvwBV-SU/maxresdefault.jpg,jonmircha,2SetvwBV-SU,2020-02-07T18:52:39Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
AprendeJavascript.org - #jonmircha,"Hola, soy tu amigo y docente digital... Jonathan MirCha. Y quiero que aprendas #JavaScript. El lenguaje que domina la Web.",https://i.ytimg.com/vi/BS5RX27VaAQ/maxresdefault.jpg,jonmircha,BS5RX27VaAQ,2020-09-23T01:15:41Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 2. Características y Gramática - #jonmircha,"En este video te cuento algunas de las características más importantes de  #JavaScript, y algunas reglas gramaticales que debemos seguir al escribir código.",https://i.ytimg.com/vi/C5FXZ2ki13k/maxresdefault.jpg,jonmircha,C5FXZ2ki13k,2020-02-10T18:09:15Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 3. Variables: var 🥊VS🥊 let - #jonmircha,En este video te explico las diferencias entre declarar una variable global (var) o de bloque (let) en #JavaScript.,https://i.ytimg.com/vi/tmRa0_EvMoc/maxresdefault.jpg,jonmircha,tmRa0_EvMoc,2020-02-11T17:25:43Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 4. Constantes (const) - #jonmircha,En este video te explico cómo y cuando usar constantes (const) en #JavaScript.,https://i.ytimg.com/vi/PIHZRj99nHU/maxresdefault.jpg,jonmircha,PIHZRj99nHU,2020-02-11T22:11:31Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 5. Cadenas de Texto (Strings) - #jonmircha,En este video te explico las cadenas de texto (Strings) en #JavaScript.,https://i.ytimg.com/vi/s-C8OpALC6E/maxresdefault.jpg,jonmircha,s-C8OpALC6E,2020-02-11T23:04:51Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 6. Template Strings - #jonmircha,"En este video te explico lo que son los Template Strings en #JavaScript, además te enseño a concatenar e interpolar variables en cadenas de texto.",https://i.ytimg.com/vi/arOXcy7K4XQ/maxresdefault.jpg,jonmircha,arOXcy7K4XQ,2020-02-11T23:55:59Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 7. Números (Numbers) - #jonmircha,En este video te explico los números (numbers) en #JavaScript.,https://i.ytimg.com/vi/o4p6p1z2P5A/maxresdefault.jpg,jonmircha,o4p6p1z2P5A,2020-02-12T00:41:05Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 8. Booleans - #jonmircha,En este video te explico los booleans y qué valores tienden a ser verdaderos (truthy) y falsos (falsy) en #JavaScript.,https://i.ytimg.com/vi/Csu9tRuuX0M/maxresdefault.jpg,jonmircha,Csu9tRuuX0M,2020-02-12T01:18:50Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
"Curso JavaScript: 9. undefined, null & NaN - #jonmircha","En este video te explico 3 tipos de datos primitivos muy particulares de #JavaScript: undefined, null y NaN. ",https://i.ytimg.com/vi/dux1Uv2eLfw/maxresdefault.jpg,jonmircha,dux1Uv2eLfw,2020-02-14T23:46:54Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 10. Funciones - #jonmircha,"En este video te enseño lo conceptos básicos de las funciones en #JavaScript, así como la diferencia entre una función declarada y una expresada. ",https://i.ytimg.com/vi/H6U1Pm7x60E/maxresdefault.jpg,jonmircha,H6U1Pm7x60E,2020-02-14T23:50:56Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 11. Arreglos [Arrays] - #jonmircha,En este video te explico los arreglos (#arrays) en #JavaScript.,https://i.ytimg.com/vi/o3c8cW73weQ/maxresdefault.jpg,jonmircha,o3c8cW73weQ,2020-02-21T01:25:57Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 12. Objetos - #jonmircha,En este video te explico los objetos en #JavaScript.,https://i.ytimg.com/vi/4xig5UPRC00/maxresdefault.jpg,jonmircha,4xig5UPRC00,2020-02-21T02:05:35Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 13. Tipos de Operadores - #jonmircha,"En este video te enseño los diferentes tipos de operadores existentes en #JavaScript, cómo los aritméticos, relacionales, incrementales, decrementales, unarios y lógicos.",https://i.ytimg.com/vi/_8Z5AeGVIXE/maxresdefault.jpg,jonmircha,_8Z5AeGVIXE,2020-02-21T03:17:16Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 14. Condicionales - #jonmircha,"En este video te explico las estructuras de control condicionales en #JavaScript: #if - #else, ifs anidados y #switch - #case.",https://i.ytimg.com/vi/9h5hyh_wDjo/maxresdefault.jpg,jonmircha,9h5hyh_wDjo,2020-02-21T12:28:18Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 15. Ciclos (Loops) - #jonmircha,"En este video te explico las estructuras de control repetitivas en #JavaScript, los ciclos (#loops): #while, #doWhile, #for, #forIn y #forOf.",https://i.ytimg.com/vi/AapgtR0Rwk0/maxresdefault.jpg,jonmircha,AapgtR0Rwk0,2020-02-21T13:43:30Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 16. Manejo de Errores - #jonmircha,"En este video te enseño a manejar errores en #JavaScript con ayuda de los bloques #try, #catch, #finally.",https://i.ytimg.com/vi/SPVL8uAezaw/maxresdefault.jpg,jonmircha,SPVL8uAezaw,2020-02-27T23:46:03Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 17. break & continue - #jonmircha,En este video explico el funcionamiento de las palabras #break y #continue en #JavaScript.,https://i.ytimg.com/vi/iv-f163m78A/maxresdefault.jpg,jonmircha,iv-f163m78A,2020-02-28T20:39:16Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 18. Destructuración - #jonmircha,En este video te explico la destrcuturación (#destructuring) en #JavaScript.,https://i.ytimg.com/vi/YTtZ9TUQ48E/maxresdefault.jpg,jonmircha,YTtZ9TUQ48E,2020-03-02T22:20:28Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 19. Objetos literales - #jonmircha,En este video te explico las características +ES6 en objetos literales de #JavaScript.,https://i.ytimg.com/vi/XhJaPRfJaz0/maxresdefault.jpg,jonmircha,XhJaPRfJaz0,2020-03-02T23:16:35Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 20. Parámetros REST & Operador Spread - #jonmircha,En este video te explico los parámetros #REST y el operador de propagación (#Spread) en #JavaScript.,https://i.ytimg.com/vi/yGJdRAXHCPM/maxresdefault.jpg,jonmircha,yGJdRAXHCPM,2020-03-02T23:28:03Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 21. Arrow Functions - #jonmircha,En este video te explico las funciones flecha (#ArrowFunctions) en #JavaScript.,https://i.ytimg.com/vi/WuCw9agV3Rc/maxresdefault.jpg,jonmircha,WuCw9agV3Rc,2020-03-05T17:27:39Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 22. Prototipos - #jonmircha,En este video te explico los prototipos que son la base de la Programación Orientada a Objetos (#POO) en #JavaScript.,https://i.ytimg.com/vi/nS5FmAx4u_0/maxresdefault.jpg,jonmircha,nS5FmAx4u_0,2020-03-08T02:35:02Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 23. Herencia Prototípica - #jonmircha,En este video  te explico la herencia prototípica de la Programación Orientada a Objetos (#POO) en #JavaScript.,https://i.ytimg.com/vi/1-m7xtwvH1E/maxresdefault.jpg,jonmircha,1-m7xtwvH1E,2020-03-08T02:41:53Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 24. Clases y Herencia - #jonmircha,En este video  te explico las clases en la Programación Orientada a Objetos (#POO) en #JavaScript.,https://i.ytimg.com/vi/C86JvqET61A/maxresdefault.jpg,jonmircha,C86JvqET61A,2020-03-08T02:45:01Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
"Curso JavaScript: 25. Métodos estáticos, getters y setters - #jonmircha","En este video métodos estáticos, #getters y #setters dentro de la Programación Orientada a Objetos (#POO) en #JavaScript.",https://i.ytimg.com/vi/TEzu31q9MVA/maxresdefault.jpg,jonmircha,TEzu31q9MVA,2020-03-08T02:48:53Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 26. Objeto console - #jonmircha,En este video te explico el objeto #console de #JavaScript.,https://i.ytimg.com/vi/qM9Rsv3LCWc/maxresdefault.jpg,jonmircha,qM9Rsv3LCWc,2020-03-13T01:51:42Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 27. Objeto Date - #jonmircha,En este video te explico el objeto #Date de #JavaScript.,https://i.ytimg.com/vi/aIHQsAjRLYU/maxresdefault.jpg,jonmircha,aIHQsAjRLYU,2020-03-13T03:58:16Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 28. Objeto Math - #jonmircha,En este video te explico el objeto #Math de #JavaScript.,https://i.ytimg.com/vi/BGXwssmxGuY/maxresdefault.jpg,jonmircha,BGXwssmxGuY,2020-03-13T19:51:45Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 29. Operador de Cortocircuito - #jonmircha,En este video te explico los operadores de cortocircuitos en #JavaScript.,https://i.ytimg.com/vi/SK7CCXjzVgA/maxresdefault.jpg,jonmircha,SK7CCXjzVgA,2020-03-13T22:50:23Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
"Curso JavaScript: 30. alert, confirm y prompt - #jonmircha","En este video te explico los métodos alert, confirm y prompt del objeto window de #JavaScript.",https://i.ytimg.com/vi/i2bL0BQdrrE/maxresdefault.jpg,jonmircha,i2bL0BQdrrE,2020-03-13T23:03:49Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 31. Expresiones Regulares - #jonmircha,En este video te explico como usar Expresiones Regulares en #JavaScript.,https://i.ytimg.com/vi/aPkBloR9MEI/maxresdefault.jpg,jonmircha,aPkBloR9MEI,2020-03-20T03:43:21Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 32. Funciones Anónimas Autoejecutables - #jonmircha,En este video te explico las funciones anónimas autoejecutables en #JavaScript.,https://i.ytimg.com/vi/gbHr5qJjLRg/maxresdefault.jpg,jonmircha,gbHr5qJjLRg,2020-03-20T03:49:35Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 33. Módulos ( import / export ) - #jonmircha,En este video te enseño a importar y exportar módulos en #JavaScript.,https://i.ytimg.com/vi/0GEUyQXe3NI/maxresdefault.jpg,jonmircha,0GEUyQXe3NI,2020-03-20T04:30:14Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 34. Ejercicios de Lógica de Programación ( 1 / 10 ) - #jonmircha,"En este video te he preparado un par de ejercicios de lógica de programación en #JavaScript para que pongas en práctica tus conocimientos, los ejercicios a resolver son:",https://i.ytimg.com/vi/3o5d-tdVscU/maxresdefault.jpg,jonmircha,3o5d-tdVscU,2020-03-25T02:03:46Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 35. Ejercicios de Lógica de Programación ( 2 / 10 ) - #jonmircha,"En este video  resuelvo los ejercicios propuestos en la sesión 34 (ejercicios del 1 al 4 ) ademas te he preparado un par de ejercicios de lógica de programación en #JavaScript para que pongas en práctica tus conocimientos, los ejercicios a resolver son:",https://i.ytimg.com/vi/Xh8p7aZBiaw/maxresdefault.jpg,jonmircha,Xh8p7aZBiaw,2020-03-25T03:14:57Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 36. Ejercicios de Lógica de Programación ( 3 / 10 ) - #jonmircha,"En este video  resuelvo los ejercicios propuestos en la sesión 35 (ejercicios del 5 al 8 ) ademas te he preparado un par de ejercicios de lógica de programación en #JavaScript para que pongas en práctica tus conocimientos, los ejercicios a resolver son:",https://i.ytimg.com/vi/U4buFGcd_eg/maxresdefault.jpg,jonmircha,U4buFGcd_eg,2020-03-26T02:21:11Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 37. Ejercicios de Lógica de Programación ( 4 / 10 ) - #jonmircha,"En este video  resuelvo los ejercicios propuestos en la sesión 36 (ejercicios del 9 al 11 ) ademas te he preparado un par de ejercicios de lógica de programación en #JavaScript para que pongas en práctica tus conocimientos, los ejercicios a resolver son:",https://i.ytimg.com/vi/MRmvOTkd7CE/maxresdefault.jpg,jonmircha,MRmvOTkd7CE,2020-03-26T03:00:34Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 38. Ejercicios de Lógica de Programación ( 5 / 10 ) - #jonmircha,"En este video  resuelvo los ejercicios propuestos en la sesión 37 (ejercicios del 12 al 14 ) ademas te he preparado un par de ejercicios de lógica de programación en #JavaScript para que pongas en práctica tus conocimientos, los ejercicios a resolver son:",https://i.ytimg.com/vi/qMjGhYhmrFc/maxresdefault.jpg,jonmircha,qMjGhYhmrFc,2020-03-31T02:34:12Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 39. Ejercicios de Lógica de Programación ( 6 / 10 ) - #jonmircha,"En este video  resuelvo los ejercicios propuestos en la sesión 38 (ejercicios del 15 al 17) ademas te he preparado un par de ejercicios de lógica de programación en #JavaScript para que pongas en práctica tus conocimientos, los ejercicios a resolver son:",https://i.ytimg.com/vi/WbJzfthCFrM/maxresdefault.jpg,jonmircha,WbJzfthCFrM,2020-03-31T23:14:51Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 40. Ejercicios de Lógica de Programación ( 7 / 10 ) - #jonmircha,"En este video  resuelvo los ejercicios propuestos en la sesión 39 (ejercicios del 18 al 20) además te he preparado un par de ejercicios de lógica de programación en #JavaScript para que pongas en práctica tus conocimientos, los ejercicios a resolver son:",https://i.ytimg.com/vi/9BavKzWBr3c/maxresdefault.jpg,jonmircha,9BavKzWBr3c,2020-03-31T23:20:38Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 41. Ejercicios de Lógica de Programación ( 8 / 10 ) - #jonmircha,"En este video  resuelvo los ejercicios propuestos en la sesión 40 (ejercicios del 21 al 23) además te he preparado un par de ejercicios de lógica de programación en #JavaScript para que pongas en práctica tus conocimientos, los ejercicios a resolver son:",https://i.ytimg.com/vi/6ZkiOGU4uaA/maxresdefault.jpg,jonmircha,6ZkiOGU4uaA,2020-04-03T00:03:16Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 42. Ejercicios de Lógica de Programación ( 9 / 10 ) - #jonmircha,"En este video  resuelvo los ejercicios propuestos en la sesión 41 (ejercicios del 24 al 26) además te he preparado un par de ejercicios de lógica de programación en #JavaScript para que pongas en práctica tus conocimientos, los ejercicios a resolver son:",https://i.ytimg.com/vi/n2ACoGsRQHY/maxresdefault.jpg,jonmircha,n2ACoGsRQHY,2020-04-05T19:01:38Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 43. Ejercicios de Lógica de Programación ( 10 / 10 ) - #jonmircha,En este video  resuelvo los ejercicios propuestos en la sesión 42.,https://i.ytimg.com/vi/LqXh7jOfLlM/maxresdefault.jpg,jonmircha,LqXh7jOfLlM,2020-04-05T20:05:22Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
Curso JavaScript: 44. Temporizadores (setTimeout & setInterval) - #jonmircha,En este video te explico los temporizadores #setTimeout y #setInterval en #JavaScript.,https://i.ytimg.com/vi/fcB-ShJmUxk/maxresdefault.jpg,jonmircha,fcB-ShJmUxk,2020-04-07T23:55:55Z,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,Curso JavaScript,2020-02-07T18:52:33Z
